date,sku_id,style,size,city,channel_id,units_sold,gross_sales_inr,discount_pct
2026-02-13,ZUR-GRY-41,Zurich,41,Chandigarh,D2C,1,8990,0
2026-02-13,MAY-WHT-46,Mayari,46,Chennai,STORE,2,14980,15
2026-02-13,EVA-BLK-45,Arizona EVA,45,Chennai,NYK,3,13470,15
2026-02-14,ZUR-GRY-36,Zurich,36,Pune,D2C,1,8990,0
2026-02-14,GIZ-BLK-42,Gizeh,42,Kochi,MYN,1,5990,0
2026-02-14,GIZ-BLK-46,Gizeh,46,Chandigarh,MYN,4,23960,0
2026-02-14,GIZ-BLK-36,Gizeh,36,Mumbai,STORE,4,23960,5
2026-02-14,ZUR-GRY-38,Zurich,38,Ahmedabad,D2C,2,17980,0
2026-02-14,ARZ-MOC-41,Arizona,41,Lucknow,D2C,3,20970,5
2026-02-14,BST-BLK-41,Boston,41,Jaipur,D2C,4,39960,0
2026-02-14,BST-TAU-39,Boston,39,Kolkata,D2C,4,39960,0
2026-02-14,ARZ-BLK-41,Arizona,41,Lucknow,STORE,4,27960,0
2026-02-14,EVA-BLK-42,Arizona EVA,42,Ahmedabad,STORE,3,13470,0
2026-02-14,ARZ-MOC-39,Arizona,39,Chennai,MYN,2,13980,0
2026-02-14,MAD-BRN-39,Madrid,39,Kochi,AMZ,2,10980,0
2026-02-14,ARZ-MOC-40,Arizona,40,Hyderabad,STORE,3,20970,5
2026-02-14,ARZ-MOC-44,Arizona,44,Kolkata,STORE,4,27960,0
2026-02-14,BST-BLK-45,Boston,45,Goa,STORE,5,49950,0
2026-02-14,ARZ-BLK-44,Arizona,44,Lucknow,STORE,3,20970,5
2026-02-14,BST-TAU-37,Boston,37,Goa,STORE,1,9990,0
2026-02-14,BST-TAU-41,Boston,41,Kolkata,D2C,3,29970,0
2026-02-14,BST-TAU-46,Boston,46,Delhi NCR,STORE,3,29970,5
2026-02-14,BST-TAU-40,Boston,40,Hyderabad,D2C,3,29970,5
2026-02-14,BST-TAU-44,Boston,44,Kolkata,STORE,2,19980,0
2026-02-14,BST-BLK-44,Boston,44,Pune,STORE,3,29970,0
2026-02-14,BST-TAU-43,Boston,43,Jaipur,STORE,4,39960,5
2026-02-14,MAD-BRN-36,Madrid,36,Pune,STORE,2,10980,0
2026-02-14,ZUR-GRY-39,Zurich,39,Mumbai,D2C,1,8990,0
2026-02-15,GIZ-BLK-41,Gizeh,41,Kolkata,STORE,4,23960,0
2026-02-15,ARZ-MOC-43,Arizona,43,Kochi,MYN,5,34950,0
2026-02-15,ARZ-MOC-40,Arizona,40,Goa,STORE,4,27960,0
2026-02-15,ARZ-BLK-42,Arizona,42,Ahmedabad,STORE,2,13980,0
2026-02-15,GIZ-BLK-37,Gizeh,37,Goa,D2C,2,11980,5
2026-02-15,ARZ-BLK-45,Arizona,45,Goa,STORE,6,41940,0
2026-02-15,EVA-BLK-46,Arizona EVA,46,Mumbai,D2C,1,4490,10
2026-02-15,BST-BLK-36,Boston,36,Hyderabad,STORE,3,29970,0
2026-02-15,ARZ-BLK-43,Arizona,43,Kolkata,STORE,2,13980,0
2026-02-15,MAD-BRN-38,Madrid,38,Ahmedabad,MYN,1,5490,0
2026-02-15,MAD-BRN-46,Madrid,46,Kolkata,MYN,2,10980,10
2026-02-15,MAD-BRN-40,Madrid,40,Chennai,STORE,1,5490,0
2026-02-15,ZUR-GRY-42,Zurich,42,Goa,D2C,1,8990,0
2026-02-15,EVA-BLK-44,Arizona EVA,44,Chandigarh,STORE,1,4490,0
2026-02-15,ZUR-GRY-46,Zurich,46,Kochi,STORE,3,26970,0
2026-02-15,BST-BLK-41,Boston,41,Pune,D2C,4,39960,0
2026-02-15,ARZ-MOC-38,Arizona,38,Goa,STORE,5,34950,5
2026-02-15,ARZ-MOC-36,Arizona,36,Ahmedabad,D2C,5,34950,0
2026-02-15,BST-TAU-40,Boston,40,Mumbai,MYN,1,9990,0
2026-02-15,MIL-BRN-42,Milano,42,Kochi,STORE,2,16980,10
2026-02-15,GIZ-BLK-38,Gizeh,38,Hyderabad,MYN,1,5990,0
2026-02-15,BST-TAU-39,Boston,39,Bengaluru,STORE,1,9990,0
2026-02-15,MAD-BRN-41,Madrid,41,Pune,D2C,2,10980,0
2026-02-15,MIL-BRN-40,Milano,40,Ahmedabad,AMZ,1,8490,5
2026-02-15,BST-TAU-45,Boston,45,Chandigarh,D2C,4,39960,0
2026-02-16,BST-BLK-44,Boston,44,Mumbai,STORE,1,9990,0
2026-02-16,ARZ-BLK-40,Arizona,40,Ahmedabad,D2C,2,13980,0
2026-02-16,MAD-BRN-39,Madrid,39,Chennai,STORE,2,10980,10
2026-02-16,MIL-BRN-46,Milano,46,Kochi,MYN,1,8490,10
2026-02-16,ARZ-MOC-44,Arizona,44,Kolkata,STORE,3,20970,0
2026-02-16,BST-TAU-45,Boston,45,Hyderabad,AMZ,3,29970,0
2026-02-16,ARZ-MOC-38,Arizona,38,Chennai,D2C,5,34950,0
2026-02-16,ARZ-BLK-37,Arizona,37,Bengaluru,STORE,3,20970,0
2026-02-16,ARZ-MOC-40,Arizona,40,Bengaluru,STORE,2,13980,0
2026-02-16,MAY-WHT-40,Mayari,40,Bengaluru,STORE,1,7490,0
2026-02-16,GIZ-BLK-37,Gizeh,37,Hyderabad,STORE,2,11980,0
2026-02-16,EVA-BLK-43,Arizona EVA,43,Bengaluru,STORE,1,4490,15
2026-02-16,ARZ-BLK-42,Arizona,42,Mumbai,STORE,3,20970,0
2026-02-16,ZUR-GRY-42,Zurich,42,Bengaluru,D2C,1,8990,5
2026-02-16,ZUR-GRY-44,Zurich,44,Ahmedabad,STORE,4,35960,5
2026-02-16,BST-BLK-43,Boston,43,Pune,D2C,2,19980,5
2026-02-16,GIZ-BLK-43,Gizeh,43,Chandigarh,STORE,2,11980,0
2026-02-16,BST-BLK-42,Boston,42,Kolkata,STORE,1,9990,0
2026-02-16,GIZ-BLK-36,Gizeh,36,Jaipur,STORE,1,5990,0
2026-02-16,ARZ-BLK-39,Arizona,39,Kochi,STORE,2,13980,5
2026-02-16,BST-BLK-46,Boston,46,Lucknow,D2C,4,39960,0
2026-02-16,ZUR-GRY-41,Zurich,41,Hyderabad,MYN,3,26970,0
2026-02-17,BST-BLK-46,Boston,46,Bengaluru,D2C,2,19980,5
2026-02-17,MAD-BRN-42,Madrid,42,Mumbai,D2C,1,5490,10
2026-02-17,BST-TAU-46,Boston,46,Mumbai,STORE,2,19980,0
2026-02-17,EVA-BLK-44,Arizona EVA,44,Goa,STORE,1,4490,0
2026-02-17,EVA-BLK-42,Arizona EVA,42,Chennai,STORE,2,8980,15
2026-02-17,EVA-BLK-41,Arizona EVA,41,Jaipur,STORE,1,4490,0
2026-02-17,BST-BLK-38,Boston,38,Chennai,STORE,3,29970,0
2026-02-17,BST-TAU-44,Boston,44,Delhi NCR,AMZ,3,29970,0
2026-02-17,MAD-BRN-37,Madrid,37,Kochi,AMZ,2,10980,5
2026-02-17,ARZ-MOC-45,Arizona,45,Goa,STORE,4,27960,0
2026-02-17,ARZ-BLK-46,Arizona,46,Pune,AMZ,3,20970,0
2026-02-17,ARZ-MOC-43,Arizona,43,Jaipur,STORE,1,6990,0
2026-02-17,BST-TAU-42,Boston,42,Chandigarh,STORE,2,19980,0
2026-02-17,MAD-BRN-46,Madrid,46,Lucknow,MYN,2,10980,0
2026-02-17,EVA-BLK-37,Arizona EVA,37,Kolkata,STORE,1,4490,10
2026-02-17,GIZ-BLK-41,Gizeh,41,Goa,STORE,1,5990,0
2026-02-17,ARZ-BLK-45,Arizona,45,Kolkata,STORE,1,6990,0
2026-02-17,ZUR-GRY-45,Zurich,45,Pune,AMZ,2,17980,15
2026-02-17,MAY-WHT-36,Mayari,36,Kolkata,STORE,1,7490,10
2026-02-17,MAD-BRN-41,Madrid,41,Goa,AMZ,1,5490,0
2026-02-17,BST-BLK-45,Boston,45,Mumbai,NYK,2,19980,5
2026-02-17,ZUR-GRY-37,Zurich,37,Hyderabad,D2C,1,8990,0
2026-02-18,ARZ-MOC-45,Arizona,45,Ahmedabad,D2C,4,27960,0
2026-02-18,GIZ-BLK-36,Gizeh,36,Mumbai,STORE,2,11980,0
2026-02-18,BST-BLK-40,Boston,40,Kochi,STORE,2,19980,0
2026-02-18,GIZ-BLK-41,Gizeh,41,Goa,STORE,2,11980,5
2026-02-18,BST-TAU-44,Boston,44,Lucknow,STORE,2,19980,5
2026-02-18,ARZ-BLK-38,Arizona,38,Pune,STORE,3,20970,0
2026-02-18,BST-BLK-45,Boston,45,Goa,D2C,3,29970,0
2026-02-18,MIL-BRN-38,Milano,38,Mumbai,STORE,1,8490,5
2026-02-18,BST-BLK-41,Boston,41,Ahmedabad,STORE,3,29970,0
2026-02-18,ARZ-BLK-46,Arizona,46,Chandigarh,STORE,5,34950,0
2026-02-18,ZUR-GRY-42,Zurich,42,Chandigarh,AMZ,2,17980,0
2026-02-18,EVA-BLK-45,Arizona EVA,45,Ahmedabad,D2C,2,8980,0
2026-02-18,MAD-BRN-44,Madrid,44,Goa,D2C,1,5490,0
2026-02-18,ARZ-MOC-40,Arizona,40,Ahmedabad,STORE,3,20970,0
2026-02-18,ARZ-BLK-44,Arizona,44,Goa,STORE,5,34950,0
2026-02-18,MAD-BRN-39,Madrid,39,Chandigarh,STORE,2,10980,5
2026-02-18,MAD-BRN-37,Madrid,37,Chandigarh,STORE,2,10980,5
2026-02-18,BST-BLK-43,Boston,43,Kochi,AMZ,2,19980,5
2026-02-18,BST-TAU-40,Boston,40,Delhi NCR,STORE,3,29970,0
2026-02-18,MAY-WHT-44,Mayari,44,Pune,D2C,2,14980,0
2026-02-18,ZUR-GRY-39,Zurich,39,Jaipur,STORE,3,26970,0
2026-02-18,ARZ-MOC-46,Arizona,46,Goa,NYK,3,20970,0
2026-02-18,BST-BLK-38,Boston,38,Pune,AMZ,1,9990,0
2026-02-18,MIL-BRN-40,Milano,40,Ahmedabad,NYK,3,25470,0
2026-02-18,ZUR-GRY-38,Zurich,38,Mumbai,STORE,3,26970,15
2026-02-18,ARZ-MOC-36,Arizona,36,Chandigarh,STORE,1,6990,5
2026-02-18,MIL-BRN-42,Milano,42,Pune,STORE,1,8490,0
2026-02-19,GIZ-BLK-38,Gizeh,38,Chennai,STORE,3,17970,0
2026-02-19,EVA-BLK-37,Arizona EVA,37,Ahmedabad,D2C,1,4490,0
2026-02-19,MAD-BRN-41,Madrid,41,Pune,D2C,1,5490,0
2026-02-19,MIL-BRN-39,Milano,39,Lucknow,D2C,2,16980,0
2026-02-19,ARZ-MOC-44,Arizona,44,Kolkata,NYK,4,27960,5
2026-02-19,ARZ-BLK-41,Arizona,41,Jaipur,D2C,3,20970,5
2026-02-19,MAY-WHT-37,Mayari,37,Kochi,STORE,1,7490,0
2026-02-19,ARZ-BLK-38,Arizona,38,Pune,STORE,1,6990,5
2026-02-19,EVA-BLK-41,Arizona EVA,41,Mumbai,NYK,3,13470,0
2026-02-19,BST-BLK-39,Boston,39,Kochi,D2C,3,29970,0
2026-02-19,ARZ-MOC-39,Arizona,39,Ahmedabad,STORE,3,20970,0
2026-02-19,EVA-BLK-38,Arizona EVA,38,Chennai,STORE,1,4490,0
2026-02-19,ARZ-BLK-46,Arizona,46,Goa,STORE,1,6990,0
2026-02-19,GIZ-BLK-39,Gizeh,39,Lucknow,D2C,4,23960,0
2026-02-19,ARZ-BLK-43,Arizona,43,Chennai,D2C,3,20970,0
2026-02-19,BST-BLK-41,Boston,41,Lucknow,D2C,3,29970,0
2026-02-19,BST-TAU-45,Boston,45,Goa,STORE,2,19980,5
2026-02-19,ZUR-GRY-46,Zurich,46,Kochi,STORE,4,35960,15
2026-02-19,GIZ-BLK-43,Gizeh,43,Kolkata,STORE,3,17970,0
2026-02-19,GIZ-BLK-40,Gizeh,40,Mumbai,D2C,3,17970,0
2026-02-19,ARZ-BLK-37,Arizona,37,Delhi NCR,D2C,4,27960,0
2026-02-19,MAY-WHT-36,Mayari,36,Hyderabad,STORE,2,14980,0
2026-02-19,ARZ-MOC-40,Arizona,40,Jaipur,STORE,3,20970,0
2026-02-19,GIZ-BLK-46,Gizeh,46,Chandigarh,NYK,3,17970,0
2026-02-19,ZUR-GRY-36,Zurich,36,Hyderabad,NYK,1,8990,0
2026-02-19,ARZ-MOC-36,Arizona,36,Kolkata,D2C,4,27960,0
2026-02-19,BST-BLK-46,Boston,46,Chandigarh,STORE,3,29970,0
2026-02-19,EVA-BLK-45,Arizona EVA,45,Chennai,NYK,1,4490,5
2026-02-20,ARZ-MOC-44,Arizona,44,Lucknow,STORE,2,13980,0
2026-02-20,GIZ-BLK-39,Gizeh,39,Lucknow,STORE,2,11980,0
2026-02-20,MAD-BRN-37,Madrid,37,Kochi,STORE,1,5490,0
2026-02-20,BST-TAU-43,Boston,43,Bengaluru,STORE,2,19980,0
2026-02-20,ARZ-MOC-39,Arizona,39,Chennai,MYN,2,13980,0
2026-02-20,GIZ-BLK-36,Gizeh,36,Chennai,STORE,3,17970,0
2026-02-20,BST-TAU-42,Boston,42,Chennai,AMZ,3,29970,5
2026-02-20,GIZ-BLK-45,Gizeh,45,Goa,D2C,1,5990,5
2026-02-20,ARZ-MOC-38,Arizona,38,Chennai,D2C,1,6990,0
2026-02-20,ARZ-MOC-41,Arizona,41,Chennai,STORE,2,13980,0
2026-02-20,GIZ-BLK-43,Gizeh,43,Ahmedabad,D2C,2,11980,0
2026-02-20,MAY-WHT-45,Mayari,45,Bengaluru,STORE,2,14980,0
2026-02-20,MAD-BRN-45,Madrid,45,Kochi,STORE,1,5490,5
2026-02-20,MAD-BRN-38,Madrid,38,Pune,D2C,2,10980,0
2026-02-20,GIZ-BLK-42,Gizeh,42,Bengaluru,MYN,2,11980,0
2026-02-20,BST-TAU-36,Boston,36,Chennai,D2C,2,19980,0
2026-02-20,ARZ-MOC-45,Arizona,45,Chennai,STORE,4,27960,0
2026-02-20,GIZ-BLK-37,Gizeh,37,Goa,STORE,2,11980,0
2026-02-20,MAD-BRN-44,Madrid,44,Pune,STORE,2,10980,0
2026-02-20,MIL-BRN-40,Milano,40,Chandigarh,STORE,2,16980,0
2026-02-20,BST-BLK-42,Boston,42,Chennai,AMZ,3,29970,0
2026-02-20,BST-BLK-38,Boston,38,Pune,STORE,4,39960,0
2026-02-20,GIZ-BLK-38,Gizeh,38,Kochi,STORE,5,29950,0
2026-02-20,ARZ-BLK-40,Arizona,40,Pune,STORE,1,6990,0
2026-02-20,MAY-WHT-41,Mayari,41,Chandigarh,NYK,2,14980,15
2026-02-20,ARZ-BLK-43,Arizona,43,Chandigarh,NYK,2,13980,0
2026-02-21,BST-TAU-38,Boston,38,Pune,NYK,4,39960,5
2026-02-21,BST-TAU-40,Boston,40,Lucknow,MYN,1,9990,0
2026-02-21,BST-BLK-42,Boston,42,Chandigarh,AMZ,2,19980,0
2026-02-21,ARZ-BLK-40,Arizona,40,Jaipur,D2C,2,13980,5
2026-02-21,EVA-BLK-41,Arizona EVA,41,Goa,MYN,2,8980,5
2026-02-21,MIL-BRN-38,Milano,38,Kolkata,STORE,1,8490,0
2026-02-21,BST-TAU-41,Boston,41,Lucknow,STORE,1,9990,0
2026-02-21,MAY-WHT-37,Mayari,37,Kochi,STORE,2,14980,0
2026-02-21,ARZ-MOC-38,Arizona,38,Delhi NCR,STORE,5,34950,0
2026-02-21,BST-TAU-45,Boston,45,Jaipur,STORE,3,29970,0
2026-02-21,ARZ-MOC-44,Arizona,44,Chandigarh,D2C,3,20970,0
2026-02-21,GIZ-BLK-44,Gizeh,44,Hyderabad,STORE,2,11980,0
2026-02-21,ARZ-MOC-45,Arizona,45,Kolkata,STORE,3,20970,0
2026-02-21,MAD-BRN-38,Madrid,38,Kolkata,STORE,1,5490,0
2026-02-21,ZUR-GRY-43,Zurich,43,Delhi NCR,NYK,2,17980,15
2026-02-21,ZUR-GRY-37,Zurich,37,Goa,NYK,3,26970,15
2026-02-21,ZUR-GRY-42,Zurich,42,Pune,AMZ,2,17980,15
2026-02-21,ZUR-GRY-44,Zurich,44,Hyderabad,D2C,2,17980,10
2026-02-21,ARZ-MOC-41,Arizona,41,Delhi NCR,STORE,3,20970,0
2026-02-21,ZUR-GRY-38,Zurich,38,Jaipur,MYN,4,35960,0
2026-02-21,GIZ-BLK-46,Gizeh,46,Bengaluru,STORE,4,23960,0
2026-02-21,BST-BLK-40,Boston,40,Kolkata,NYK,5,49950,0
2026-02-21,MAD-BRN-36,Madrid,36,Kochi,STORE,2,10980,15
2026-02-22,BST-BLK-46,Boston,46,Delhi NCR,STORE,4,39960,0
2026-02-22,ARZ-MOC-38,Arizona,38,Bengaluru,MYN,3,20970,0
2026-02-22,MIL-BRN-40,Milano,40,Chandigarh,STORE,2,16980,10
2026-02-22,EVA-BLK-37,Arizona EVA,37,Hyderabad,STORE,1,4490,0
2026-02-22,MAY-WHT-40,Mayari,40,Kochi,STORE,3,22470,0
2026-02-22,ZUR-GRY-37,Zurich,37,Delhi NCR,STORE,1,8990,5
2026-02-22,ARZ-MOC-43,Arizona,43,Hyderabad,STORE,3,20970,0
2026-02-22,GIZ-BLK-46,Gizeh,46,Delhi NCR,NYK,4,23960,0
2026-02-22,ARZ-MOC-37,Arizona,37,Bengaluru,STORE,2,13980,0
2026-02-22,EVA-BLK-36,Arizona EVA,36,Pune,MYN,1,4490,5
2026-02-22,BST-TAU-45,Boston,45,Kochi,STORE,2,19980,0
2026-02-22,EVA-BLK-46,Arizona EVA,46,Lucknow,STORE,1,4490,0
2026-02-22,ARZ-BLK-41,Arizona,41,Chandigarh,MYN,2,13980,0
2026-02-22,GIZ-BLK-45,Gizeh,45,Jaipur,STORE,2,11980,0
2026-02-22,ARZ-MOC-41,Arizona,41,Delhi NCR,STORE,3,20970,0
2026-02-22,ARZ-BLK-44,Arizona,44,Hyderabad,STORE,5,34950,0
2026-02-22,ARZ-BLK-43,Arizona,43,Jaipur,MYN,1,6990,0
2026-02-22,BST-BLK-40,Boston,40,Kochi,STORE,4,39960,0
2026-02-22,ARZ-BLK-40,Arizona,40,Delhi NCR,STORE,2,13980,5
2026-02-22,ARZ-BLK-45,Arizona,45,Lucknow,AMZ,1,6990,0
2026-02-22,BST-BLK-44,Boston,44,Ahmedabad,MYN,2,19980,0
2026-02-22,MAD-BRN-42,Madrid,42,Chandigarh,STORE,2,10980,0
2026-02-22,MIL-BRN-37,Milano,37,Pune,D2C,1,8490,5
2026-02-22,MAY-WHT-44,Mayari,44,Lucknow,MYN,2,14980,10
2026-02-22,MAD-BRN-44,Madrid,44,Bengaluru,D2C,1,5490,5
2026-02-22,ARZ-BLK-38,Arizona,38,Kolkata,AMZ,4,27960,5
2026-02-22,GIZ-BLK-42,Gizeh,42,Hyderabad,STORE,1,5990,0
2026-02-22,ARZ-MOC-42,Arizona,42,Lucknow,STORE,6,41940,0
2026-02-22,MIL-BRN-44,Milano,44,Chandigarh,STORE,1,8490,15
2026-02-22,ZUR-GRY-39,Zurich,39,Ahmedabad,D2C,1,8990,0
2026-02-23,MIL-BRN-37,Milano,37,Chennai,STORE,2,16980,0
2026-02-23,MAY-WHT-44,Mayari,44,Hyderabad,STORE,2,14980,0
2026-02-23,ARZ-BLK-42,Arizona,42,Kolkata,STORE,4,27960,0
2026-02-23,ZUR-GRY-41,Zurich,41,Lucknow,D2C,4,35960,0
2026-02-23,BST-TAU-38,Boston,38,Kolkata,D2C,3,29970,0
2026-02-23,ARZ-MOC-39,Arizona,39,Hyderabad,STORE,3,20970,0
2026-02-23,EVA-BLK-38,Arizona EVA,38,Delhi NCR,STORE,1,4490,5
2026-02-23,ARZ-MOC-43,Arizona,43,Delhi NCR,D2C,4,27960,0
2026-02-23,ARZ-MOC-37,Arizona,37,Pune,STORE,4,27960,0
2026-02-23,MIL-BRN-39,Milano,39,Mumbai,STORE,2,16980,10
2026-02-23,ARZ-BLK-45,Arizona,45,Pune,STORE,3,20970,0
2026-02-23,BST-TAU-43,Boston,43,Jaipur,NYK,5,49950,0
2026-02-23,GIZ-BLK-38,Gizeh,38,Kolkata,MYN,2,11980,0
2026-02-23,MAY-WHT-45,Mayari,45,Lucknow,STORE,2,14980,0
2026-02-23,MAD-BRN-45,Madrid,45,Ahmedabad,MYN,1,5490,0
2026-02-23,ARZ-BLK-36,Arizona,36,Hyderabad,D2C,3,20970,0
2026-02-23,BST-BLK-39,Boston,39,Bengaluru,D2C,3,29970,0
2026-02-23,BST-TAU-40,Boston,40,Mumbai,STORE,2,19980,0
2026-02-23,BST-TAU-44,Boston,44,Chennai,D2C,3,29970,0
2026-02-23,GIZ-BLK-39,Gizeh,39,Lucknow,STORE,3,17970,0
2026-02-23,GIZ-BLK-45,Gizeh,45,Pune,STORE,2,11980,0
2026-02-23,EVA-BLK-45,Arizona EVA,45,Goa,STORE,1,4490,15
2026-02-23,MIL-BRN-44,Milano,44,Jaipur,NYK,2,16980,15
2026-02-23,BST-BLK-36,Boston,36,Kochi,STORE,1,9990,0
2026-02-23,MIL-BRN-46,Milano,46,Jaipur,D2C,2,16980,10
2026-02-23,EVA-BLK-44,Arizona EVA,44,Jaipur,MYN,3,13470,10
2026-02-23,ARZ-BLK-46,Arizona,46,Hyderabad,STORE,4,27960,0
2026-02-24,BST-BLK-43,Boston,43,Pune,STORE,4,39960,5
2026-02-24,ARZ-MOC-39,Arizona,39,Pune,STORE,2,13980,0
2026-02-24,ARZ-MOC-36,Arizona,36,Hyderabad,STORE,4,27960,0
2026-02-24,ARZ-BLK-44,Arizona,44,Ahmedabad,STORE,1,6990,0
2026-02-24,BST-BLK-36,Boston,36,Ahmedabad,STORE,4,39960,0
2026-02-24,ARZ-MOC-45,Arizona,45,Delhi NCR,STORE,3,20970,0
2026-02-24,ZUR-GRY-40,Zurich,40,Ahmedabad,STORE,1,8990,10
2026-02-24,EVA-BLK-42,Arizona EVA,42,Lucknow,MYN,2,8980,0
2026-02-24,EVA-BLK-45,Arizona EVA,45,Ahmedabad,STORE,4,17960,5
2026-02-24,BST-BLK-40,Boston,40,Kolkata,STORE,4,39960,0
2026-02-24,ZUR-GRY-37,Zurich,37,Chennai,MYN,1,8990,5
2026-02-24,MAD-BRN-45,Madrid,45,Goa,STORE,2,10980,0
2026-02-24,BST-BLK-42,Boston,42,Chennai,STORE,1,9990,0
2026-02-24,GIZ-BLK-38,Gizeh,38,Chennai,STORE,2,11980,0
2026-02-24,GIZ-BLK-45,Gizeh,45,Ahmedabad,STORE,2,11980,0
2026-02-24,MAD-BRN-37,Madrid,37,Bengaluru,STORE,2,10980,10
2026-02-24,BST-TAU-41,Boston,41,Bengaluru,STORE,3,29970,0
2026-02-24,ARZ-BLK-45,Arizona,45,Chennai,STORE,2,13980,0
2026-02-24,MIL-BRN-45,Milano,45,Kochi,STORE,2,16980,0
2026-02-24,BST-TAU-40,Boston,40,Hyderabad,STORE,2,19980,5
2026-02-24,MAD-BRN-41,Madrid,41,Goa,STORE,1,5490,5
2026-02-24,EVA-BLK-39,Arizona EVA,39,Chennai,STORE,1,4490,0
2026-02-24,EVA-BLK-44,Arizona EVA,44,Hyderabad,MYN,1,4490,0
2026-02-24,MAY-WHT-43,Mayari,43,Jaipur,MYN,4,29960,0
2026-02-24,ARZ-BLK-36,Arizona,36,Kolkata,STORE,1,6990,0
2026-02-24,GIZ-BLK-44,Gizeh,44,Delhi NCR,D2C,4,23960,0
2026-02-24,GIZ-BLK-43,Gizeh,43,Ahmedabad,AMZ,3,17970,0
2026-02-24,MAY-WHT-46,Mayari,46,Lucknow,D2C,1,7490,15
2026-02-25,GIZ-BLK-46,Gizeh,46,Lucknow,MYN,2,11980,0
2026-02-25,ZUR-GRY-43,Zurich,43,Ahmedabad,STORE,2,17980,0
2026-02-25,EVA-BLK-38,Arizona EVA,38,Goa,STORE,3,13470,10
2026-02-25,BST-TAU-44,Boston,44,Ahmedabad,STORE,2,19980,5
2026-02-25,ARZ-MOC-38,Arizona,38,Pune,STORE,1,6990,0
2026-02-25,ZUR-GRY-44,Zurich,44,Hyderabad,STORE,2,17980,0
2026-02-25,ARZ-BLK-37,Arizona,37,Mumbai,MYN,2,13980,0
2026-02-25,MAD-BRN-44,Madrid,44,Chandigarh,STORE,1,5490,5
2026-02-25,MAY-WHT-46,Mayari,46,Goa,D2C,2,14980,0
2026-02-25,EVA-BLK-39,Arizona EVA,39,Jaipur,STORE,1,4490,0
2026-02-25,ARZ-BLK-41,Arizona,41,Mumbai,D2C,1,6990,0
2026-02-25,MIL-BRN-40,Milano,40,Jaipur,STORE,2,16980,15
2026-02-25,MAD-BRN-42,Madrid,42,Bengaluru,STORE,1,5490,10
2026-02-25,MAY-WHT-38,Mayari,38,Mumbai,STORE,2,14980,10
2026-02-25,EVA-BLK-46,Arizona EVA,46,Lucknow,NYK,3,13470,0
2026-02-25,MAY-WHT-43,Mayari,43,Delhi NCR,STORE,1,7490,0
2026-02-25,ZUR-GRY-45,Zurich,45,Chennai,STORE,1,8990,15
2026-02-25,BST-BLK-44,Boston,44,Goa,D2C,4,39960,0
2026-02-25,GIZ-BLK-40,Gizeh,40,Chandigarh,D2C,2,11980,5
2026-02-25,ARZ-BLK-42,Arizona,42,Goa,D2C,2,13980,0
2026-02-25,ARZ-MOC-39,Arizona,39,Kolkata,STORE,3,20970,0
2026-02-25,MAY-WHT-41,Mayari,41,Lucknow,MYN,3,22470,5
2026-02-25,MAY-WHT-37,Mayari,37,Jaipur,STORE,2,14980,0
2026-02-25,BST-TAU-43,Boston,43,Hyderabad,STORE,3,29970,0
2026-02-25,BST-BLK-38,Boston,38,Mumbai,MYN,2,19980,0
2026-02-25,EVA-BLK-41,Arizona EVA,41,Chandigarh,MYN,3,13470,0
2026-02-26,MAD-BRN-39,Madrid,39,Ahmedabad,D2C,2,10980,0
2026-02-26,ARZ-MOC-39,Arizona,39,Delhi NCR,D2C,2,13980,0
2026-02-26,BST-BLK-36,Boston,36,Lucknow,STORE,2,19980,5
2026-02-26,ARZ-MOC-36,Arizona,36,Bengaluru,D2C,3,20970,0
2026-02-26,BST-TAU-38,Boston,38,Kochi,D2C,1,9990,0
2026-02-26,BST-BLK-38,Boston,38,Goa,MYN,2,19980,5
2026-02-26,BST-TAU-36,Boston,36,Jaipur,STORE,2,19980,0
2026-02-26,MAD-BRN-44,Madrid,44,Hyderabad,STORE,3,16470,0
2026-02-26,ZUR-GRY-38,Zurich,38,Kolkata,AMZ,1,8990,0
2026-02-26,EVA-BLK-37,Arizona EVA,37,Bengaluru,D2C,2,8980,0
2026-02-26,EVA-BLK-41,Arizona EVA,41,Lucknow,NYK,2,8980,0
2026-02-26,ARZ-MOC-43,Arizona,43,Hyderabad,D2C,3,20970,0
2026-02-26,BST-TAU-39,Boston,39,Hyderabad,STORE,2,19980,0
2026-02-26,BST-BLK-43,Boston,43,Bengaluru,MYN,1,9990,5
2026-02-26,EVA-BLK-36,Arizona EVA,36,Kochi,MYN,2,8980,15
2026-02-26,MAD-BRN-43,Madrid,43,Goa,NYK,1,5490,15
2026-02-26,BST-TAU-43,Boston,43,Bengaluru,STORE,3,29970,0
2026-02-26,EVA-BLK-45,Arizona EVA,45,Mumbai,D2C,1,4490,0
2026-02-26,BST-TAU-46,Boston,46,Ahmedabad,STORE,2,19980,5
2026-02-26,ARZ-MOC-37,Arizona,37,Delhi NCR,STORE,4,27960,0
2026-02-26,BST-BLK-42,Boston,42,Chandigarh,NYK,2,19980,5
2026-02-26,ARZ-MOC-44,Arizona,44,Hyderabad,STORE,3,20970,0
2026-02-26,ARZ-BLK-37,Arizona,37,Kolkata,MYN,3,20970,5
2026-02-26,MIL-BRN-45,Milano,45,Jaipur,STORE,2,16980,0
2026-02-26,ARZ-BLK-40,Arizona,40,Delhi NCR,NYK,2,13980,5
